,subagencia,fecha,precioLitro,centroCarga
993,Agencia Modelo del Istmo (Juchitan),2018-12-03,18.89,107452
994,Agencia Modelo del Istmo (Juchitan),2018-12-04,18.76,115358
997,Agencia Modelo del Istmo (Juchitan),2018-12-05,18.73,115358
999,Agencia Modelo del Istmo (Juchitan),2018-12-06,18.68,107453
1000,Agencia Modelo del Istmo (Juchitan),2018-12-07,18.73,115358
1002,Agencia Modelo del Istmo (Juchitan),2018-12-08,18.71,115358
1003,Agencia Modelo del Istmo (Juchitan),2018-12-09,19.67,107492
1004,Agencia Modelo del Istmo (Juchitan),2018-12-10,18.68,115358
1005,Agencia Modelo del Istmo (Juchitan),2018-12-11,18.17,11
1006,Agencia Modelo del Istmo (Juchitan),2018-12-12,18.64,115358
1009,Agencia Modelo del Istmo (Juchitan),2018-12-13,18.76,114034
1014,Agencia Modelo del Istmo (Juchitan),2018-12-13,18.76,107459
1016,Agencia Modelo del Istmo (Juchitan),2018-12-14,18.58,115358
1017,Agencia Modelo del Istmo (Juchitan),2018-12-15,18.58,115358
1020,Agencia Modelo del Istmo (Juchitan),2018-12-16,18.53,115358
1022,Agencia Modelo del Istmo (Juchitan),2018-12-17,18.72,1
1023,Agencia Modelo del Istmo (Juchitan),2018-12-18,18.53,115358
1028,Agencia Modelo del Istmo (Juchitan),2018-12-19,18.42,107453
1029,Agencia Modelo del Istmo (Juchitan),2018-12-20,18.47,115358
1030,Agencia Modelo del Istmo (Juchitan),2018-12-21,18.36,115358
1033,Agencia Modelo del Istmo (Juchitan),2018-12-22,18.36,115358
1034,Agencia Modelo del Istmo (Juchitan),2018-12-23,18.24,107453
1035,Agencia Modelo del Istmo (Juchitan),2018-12-24,18.29,115358
1037,Agencia Modelo del Istmo (Juchitan),2018-12-26,18.15,107459
1038,Agencia Modelo del Istmo (Juchitan),2018-12-27,18.2,115358
1040,Agencia Modelo del Istmo (Juchitan),2018-12-28,18.1,107453
1041,Agencia Modelo del Istmo (Juchitan),2018-12-29,18.15,115358
1042,Agencia Modelo del Istmo (Juchitan),2018-12-30,18.1,107453
1044,Agencia Modelo del Istmo (Juchitan),2018-12-31,18.1,107453
1045,CMM León URBAN,2018-12-01,20.02,114662
1046,CMM León URBAN,2018-12-03,21.29,115569
1047,CMM León URBAN,2018-12-04,20.25,115569
1048,CMM León URBAN,2018-12-05,21.29,115569
1053,CMM León URBAN,2018-12-06,20.18,115569
1054,CMM León URBAN,2018-12-07,21.29,115569
1058,CMM León URBAN,2018-12-10,21.29,115569
1059,CMM León URBAN,2018-12-12,19.55,1
1060,CMM León URBAN,2018-12-13,20.18,115569
1061,CMM León URBAN,2018-12-14,21.25,115569
1064,CMM León URBAN,2018-12-15,19.84,108443
1065,CMM León URBAN,2018-12-17,21.25,115569
1066,CMM León URBAN,2018-12-18,20.05,115569
1067,CMM León URBAN,2018-12-19,20.05,115569
1068,CMM León URBAN,2018-12-20,19.95,115569
1069,CMM León URBAN,2018-12-21,19.95,115569
1070,CMM León URBAN,2018-12-22,19.85,115569
1071,CMM León URBAN,2018-12-23,21.25,115569
1072,CMM León URBAN,2018-12-26,19.85,115569
1073,CMM León URBAN,2018-12-27,19.82,115569
1075,CMM León URBAN,2018-12-28,21.18,115569
1077,CMM León URBAN,2018-12-29,21.15,115569
1078,CMM León URBAN,2018-12-30,19.75,115569
1079,CMM León URBAN,2018-12-31,19.75,115569
1080,CMM Michoacán,2018-12-03,19.8,1
1081,CMM Michoacán,2018-12-04,20.03,106448
1082,CMM Michoacán,2018-12-05,19.92,1
1083,CMM Michoacán,2018-12-07,21.15,1
1085,CMM Michoacán,2018-12-08,19.7,116695
1086,CMM Michoacán,2018-12-10,19.04,106423
1087,CMM Michoacán,2018-12-11,19.99,109562
1088,CMM Michoacán,2018-12-12,19.99,106441
1089,CMM Michoacán,2018-12-14,19.85,1
1090,CMM Michoacán,2018-12-16,18.93,109562
1091,CMM Michoacán,2018-12-17,18.93,109562
1092,CMM Michoacán,2018-12-19,18.93,109562
1093,CMM Michoacán,2018-12-20,20.03,106448
1094,CMM Michoacán,2018-12-21,20.99,1
1095,CMM Michoacán,2018-12-22,19.99,106441
1096,CMM Michoacán,2018-12-24,18.99,1
1097,CMM Michoacán,2018-12-26,18.93,109562
1098,CMM Michoacán,2018-12-27,18.99,1
1099,CMM Michoacán,2018-12-28,18.93,109562
1100,CMM Michoacán,2018-12-29,20.99,1
1101,CMM Michoacán,2018-12-31,20.99,1
1104,CMM Querétaro URBAN,2018-12-03,19.87,1
1107,CMM Querétaro URBAN,2018-12-05,19.87,1
1109,CMM Querétaro URBAN,2018-12-10,19.85,1
1111,CMM Querétaro URBAN,2018-12-12,19.75,1
1114,CMM Querétaro URBAN,2018-12-13,20.85,1
1115,CMM Querétaro URBAN,2018-12-17,19.63,116559
1117,CMM Querétaro URBAN,2018-12-19,19.57,116559
1120,CMM Querétaro URBAN,2018-12-23,19.53,116559
1122,CMM Querétaro URBAN,2018-12-26,19.53,116559
1125,CMM Querétaro URBAN,2018-12-28,20.78,116559
1126,CMM Querétaro URBAN,2018-12-29,19.45,116559
1128,DCM en Chihuahua(Chihuahua),2018-01-02,16.73,110304
1129,DCM en Chihuahua(Chihuahua),2018-01-03,16.65,111465
1137,DCM en Chihuahua(Chihuahua),2018-01-04,12.94,111584
1155,DCM en Chihuahua(Chihuahua),2018-01-05,16.82,104660
1156,DCM en Chihuahua(Chihuahua),2018-01-06,16.99,110677
1157,DCM en Chihuahua(Chihuahua),2018-01-07,18.26,116012
1159,DCM en Chihuahua(Chihuahua),2018-01-08,12.51,104775
1160,DCM en Chihuahua(Chihuahua),2018-01-09,13.0,111584
1176,DCM en Chihuahua(Chihuahua),2018-01-10,13.04,111584
1177,DCM en Chihuahua(Chihuahua),2018-01-11,16.95,110304
1179,DCM en Chihuahua(Chihuahua),2018-01-12,17.16,110677
1201,DCM en Chihuahua(Chihuahua),2018-01-12,17.16,115350
1202,DCM en Chihuahua(Chihuahua),2018-01-13,17.21,104731
1208,DCM en Chihuahua(Chihuahua),2018-01-14,18.46,111136
1209,DCM en Chihuahua(Chihuahua),2018-01-15,17.5,111584
1226,DCM en Chihuahua(Chihuahua),2018-01-16,17.52,111584
1245,DCM en Chihuahua(Chihuahua),2018-01-17,16.91,104660
1246,DCM en Chihuahua(Chihuahua),2018-01-18,13.26,111584
1265,DCM en Chihuahua(Chihuahua),2018-01-19,16.94,110304
1266,DCM en Chihuahua(Chihuahua),2018-01-20,13.29,111584
1267,DCM en Chihuahua(Chihuahua),2018-01-21,17.4,114723
1268,DCM en Chihuahua(Chihuahua),2018-01-22,16.92,110304
1269,DCM en Chihuahua(Chihuahua),2018-01-23,17.5,104790
1270,DCM en Chihuahua(Chihuahua),2018-01-24,13.31,111584
1288,DCM en Chihuahua(Chihuahua),2018-01-25,17.08,110304
1289,DCM en Chihuahua(Chihuahua),2018-01-26,17.49,111213
1290,DCM en Chihuahua(Chihuahua),2018-01-27,13.43,111584
1295,DCM en Chihuahua(Chihuahua),2018-01-28,18.18,110304
1296,DCM en Chihuahua(Chihuahua),2018-01-29,17.69,104743
1320,DCM en Chihuahua(Chihuahua),2018-01-30,13.46,111584
1338,DCM en Chihuahua(Chihuahua),2018-01-31,17.27,104660
1339,DCM en Chihuahua(Chihuahua),2018-02-01,17.76,104731
1344,DCM en Chihuahua(Chihuahua),2018-02-02,17.34,104660
1345,DCM en Chihuahua(Chihuahua),2018-02-03,13.63,111584
1346,DCM en Chihuahua(Chihuahua),2018-02-05,17.81,112535
1347,DCM en Chihuahua(Chihuahua),2018-02-06,17.5,110304
1348,DCM en Chihuahua(Chihuahua),2018-02-07,13.71,111584
1349,DCM en Chihuahua(Chihuahua),2018-02-08,13.72,111584
1360,DCM en Chihuahua(Chihuahua),2018-02-09,13.69,111584
1363,DCM en Chihuahua(Chihuahua),2018-02-10,13.66,111584
1366,DCM en Chihuahua(Chihuahua),2018-02-12,13.66,111584
1367,DCM en Chihuahua(Chihuahua),2018-02-13,17.5,110304
1368,DCM en Chihuahua(Chihuahua),2018-02-14,13.63,111584
1387,DCM en Chihuahua(Chihuahua),2018-02-15,17.55,110304
1388,DCM en Chihuahua(Chihuahua),2018-02-16,13.62,111584
1389,DCM en Chihuahua(Chihuahua),2018-02-17,17.58,104660
1390,DCM en Chihuahua(Chihuahua),2018-02-19,18.2,104690
1391,DCM en Chihuahua(Chihuahua),2018-02-20,13.65,111584
1392,DCM en Chihuahua(Chihuahua),2018-02-21,13.65,111584
1404,DCM en Chihuahua(Chihuahua),2018-02-22,17.48,104722
1408,DCM en Chihuahua(Chihuahua),2018-02-23,13.64,111584
1409,DCM en Chihuahua(Chihuahua),2018-02-24,17.9,104790
1410,DCM en Chihuahua(Chihuahua),2018-02-25,17.75,113516
1411,DCM en Chihuahua(Chihuahua),2018-02-26,13.67,111584
1418,DCM en Chihuahua(Chihuahua),2018-02-27,17.6,104731
1419,DCM en Chihuahua(Chihuahua),2018-02-28,13.72,111584
1430,DCM en Chihuahua(Chihuahua),2018-02-28,13.72,104812
1432,DCM en Chihuahua(Chihuahua),2018-03-01,13.74,111584
1434,DCM en Chihuahua(Chihuahua),2018-03-02,17.9,104790
1435,DCM en Chihuahua(Chihuahua),2018-03-03,17.6,110304
1437,DCM en Chihuahua(Chihuahua),2018-03-04,17.95,104731
1439,DCM en Chihuahua(Chihuahua),2018-03-05,17.9,104790
1440,DCM en Chihuahua(Chihuahua),2018-03-06,17.97,111584
1454,DCM en Chihuahua(Chihuahua),2018-03-07,13.76,111584
1468,DCM en Chihuahua(Chihuahua),2018-03-08,13.77,111584
1471,DCM en Chihuahua(Chihuahua),2018-03-09,13.76,111584
1472,DCM en Chihuahua(Chihuahua),2018-03-10,17.96,111584
1480,DCM en Chihuahua(Chihuahua),2018-03-11,18.1,111047
1481,DCM en Chihuahua(Chihuahua),2018-03-12,18.26,111136
1482,DCM en Chihuahua(Chihuahua),2018-03-13,17.6,110304
1483,DCM en Chihuahua(Chihuahua),2018-03-13,17.6,104660
1484,DCM en Chihuahua(Chihuahua),2018-03-14,17.6,110304
1485,DCM en Chihuahua(Chihuahua),2018-03-15,13.74,111584
1487,DCM en Chihuahua(Chihuahua),2018-03-16,18.95,104975
1488,DCM en Chihuahua(Chihuahua),2018-03-17,17.45,104731
1489,DCM en Chihuahua(Chihuahua),2018-03-18,18.88,113132
1490,DCM en Chihuahua(Chihuahua),2018-03-19,18.27,110304
1493,DCM en Chihuahua(Chihuahua),2018-03-20,17.6,104660
1494,DCM en Chihuahua(Chihuahua),2018-03-20,17.6,110304
1503,DCM en Chihuahua(Chihuahua),2018-03-21,13.76,111584
1518,DCM en Chihuahua(Chihuahua),2018-03-22,17.63,104660
1519,DCM en Chihuahua(Chihuahua),2018-03-23,17.63,110304
1520,DCM en Chihuahua(Chihuahua),2018-03-24,18.3,110304
1525,DCM en Chihuahua(Chihuahua),2018-03-25,18.69,109404
1526,DCM en Chihuahua(Chihuahua),2018-03-26,18.0,104790
1527,DCM en Chihuahua(Chihuahua),2018-03-27,18.0,104790
1528,DCM en Chihuahua(Chihuahua),2018-03-28,13.82,111584
1530,DCM en Chihuahua(Chihuahua),2018-03-29,17.8,104690
1531,DCM en Chihuahua(Chihuahua),2018-03-30,18.0,104790
1532,DCM en Chihuahua(Chihuahua),2018-03-31,18.3,111136
1533,DCM en Chihuahua(Chihuahua),2018-03-31,18.3,113132
1534,DCM en Chihuahua(Chihuahua),2018-04-01,18.67,108771
1535,DCM en Chihuahua(Chihuahua),2018-04-02,18.19,104743
1548,DCM en Chihuahua(Chihuahua),2018-04-03,13.75,111584
1550,DCM en Chihuahua(Chihuahua),2018-04-04,13.75,111584
1558,DCM en Chihuahua(Chihuahua),2018-04-05,13.72,111584
1562,DCM en Chihuahua(Chihuahua),2018-04-06,17.98,111584
1576,DCM en Chihuahua(Chihuahua),2018-04-07,17.97,111584
1587,DCM en Chihuahua(Chihuahua),2018-04-08,18.66,108771
1588,DCM en Chihuahua(Chihuahua),2018-04-09,18.36,110304
1590,DCM en Chihuahua(Chihuahua),2018-04-10,13.69,111584
1591,DCM en Chihuahua(Chihuahua),2018-04-11,18.28,113132
1593,DCM en Chihuahua(Chihuahua),2018-04-12,13.68,111584
1594,DCM en Chihuahua(Chihuahua),2018-04-13,17.69,104660
1595,DCM en Chihuahua(Chihuahua),2018-04-14,17.55,104731
1596,DCM en Chihuahua(Chihuahua),2018-04-15,18.67,108771
1597,DCM en Chihuahua(Chihuahua),2018-04-16,13.71,111584
1608,DCM en Chihuahua(Chihuahua),2018-04-17,17.55,110304
1609,DCM en Chihuahua(Chihuahua),2018-04-18,17.55,110304
1610,DCM en Chihuahua(Chihuahua),2018-04-19,13.72,111584
1621,DCM en Chihuahua(Chihuahua),2018-04-20,13.72,111584
1622,DCM en Chihuahua(Chihuahua),2018-04-21,13.73,111584
1650,DCM en Chihuahua(Chihuahua),2018-04-22,18.64,113012
1651,DCM en Chihuahua(Chihuahua),2018-04-23,18.1,104790
1652,DCM en Chihuahua(Chihuahua),2018-04-24,13.73,111584
1653,DCM en Chihuahua(Chihuahua),2018-04-25,17.48,112367
1654,DCM en Chihuahua(Chihuahua),2018-04-26,13.75,111584
1666,DCM en Chihuahua(Chihuahua),2018-04-27,17.48,104722
1667,DCM en Chihuahua(Chihuahua),2018-04-28,13.78,111584
1668,DCM en Chihuahua(Chihuahua),2018-04-29,19.04,113132
1669,DCM en Chihuahua(Chihuahua),2018-04-30,13.79,104812
1670,DCM en Chihuahua(Chihuahua),2018-05-01,17.99,114723
1671,DCM en Chihuahua(Chihuahua),2018-05-02,17.55,110304
1672,DCM en Chihuahua(Chihuahua),2018-05-03,13.79,111584
1685,DCM en Chihuahua(Chihuahua),2018-05-04,17.55,110304
1686,DCM en Chihuahua(Chihuahua),2018-05-05,18.09,111584
1696,DCM en Chihuahua(Chihuahua),2018-05-06,19.07,113132
1697,DCM en Chihuahua(Chihuahua),2018-05-07,18.08,113012
1698,DCM en Chihuahua(Chihuahua),2018-05-08,17.48,104722
1699,DCM en Chihuahua(Chihuahua),2018-05-09,17.55,110304
1701,DCM en Chihuahua(Chihuahua),2018-05-10,13.83,111584
1702,DCM en Chihuahua(Chihuahua),2018-05-11,17.48,104722
1703,DCM en Chihuahua(Chihuahua),2018-05-12,17.48,112367
1704,DCM en Chihuahua(Chihuahua),2018-05-13,18.32,111136
1705,DCM en Chihuahua(Chihuahua),2018-05-14,13.83,111584
1707,DCM en Chihuahua(Chihuahua),2018-05-15,17.48,114723
1708,DCM en Chihuahua(Chihuahua),2018-05-16,13.84,111584
1709,DCM en Chihuahua(Chihuahua),2018-05-17,17.48,114723
1710,DCM en Chihuahua(Chihuahua),2018-05-18,17.53,112367
1711,DCM en Chihuahua(Chihuahua),2018-05-19,17.99,109404
1717,DCM en Chihuahua(Chihuahua),2018-05-20,17.48,104722
1718,DCM en Chihuahua(Chihuahua),2018-05-21,13.88,111584
1719,DCM en Chihuahua(Chihuahua),2018-05-22,13.31,104775
1720,DCM en Chihuahua(Chihuahua),2018-05-23,13.9,111584
1721,DCM en Chihuahua(Chihuahua),2018-05-24,13.9,111584
1724,DCM en Chihuahua(Chihuahua),2018-05-25,17.56,112367
1725,DCM en Chihuahua(Chihuahua),2018-05-26,17.59,104660
1726,DCM en Chihuahua(Chihuahua),2018-05-28,17.95,104690
1727,DCM en Chihuahua(Chihuahua),2018-05-29,18.17,111584
1743,DCM en Chihuahua(Chihuahua),2018-05-30,17.65,104660
1744,DCM en Chihuahua(Chihuahua),2018-05-31,13.96,111584
1757,DCM en Chihuahua(Chihuahua),2018-06-01,18.65,104690
1758,DCM en Chihuahua(Chihuahua),2018-06-02,17.6,104722
1759,DCM en Chihuahua(Chihuahua),2018-06-03,18.1,113516
1760,DCM en Chihuahua(Chihuahua),2018-06-04,17.6,104722
1761,DCM en Chihuahua(Chihuahua),2018-06-05,17.74,104660
1763,DCM en Chihuahua(Chihuahua),2018-06-06,17.74,104660
1764,DCM en Chihuahua(Chihuahua),2018-06-07,17.74,104660
1765,DCM en Chihuahua(Chihuahua),2018-06-08,14.02,111584
1778,DCM en Chihuahua(Chihuahua),2018-06-09,17.68,104722
1779,DCM en Chihuahua(Chihuahua),2018-06-10,18.9,108771
1780,DCM en Chihuahua(Chihuahua),2018-06-11,18.38,104743
1790,DCM en Chihuahua(Chihuahua),2018-06-12,18.29,111584
1805,DCM en Chihuahua(Chihuahua),2018-06-13,14.07,111584
1815,DCM en Chihuahua(Chihuahua),2018-06-14,18.37,113012
1816,DCM en Chihuahua(Chihuahua),2018-06-15,17.99,109404
1822,DCM en Chihuahua(Chihuahua),2018-06-16,17.75,104722
1823,DCM en Chihuahua(Chihuahua),2018-06-17,18.48,110304
1824,DCM en Chihuahua(Chihuahua),2018-06-18,17.99,109404
1828,DCM en Chihuahua(Chihuahua),2018-06-19,2.38,114723
1829,DCM en Chihuahua(Chihuahua),2018-06-20,17.79,110304
1830,DCM en Chihuahua(Chihuahua),2018-06-21,14.12,111584
1833,DCM en Chihuahua(Chihuahua),2018-06-22,14.12,111584
1846,DCM en Chihuahua(Chihuahua),2018-06-23,17.75,104722
1847,DCM en Chihuahua(Chihuahua),2018-06-24,18.4,112535
1848,DCM en Chihuahua(Chihuahua),2018-06-25,18.53,110304
1850,DCM en Chihuahua(Chihuahua),2018-06-26,17.84,104722
1851,DCM en Chihuahua(Chihuahua),2018-06-27,17.68,104862
1852,DCM en Chihuahua(Chihuahua),2018-06-28,17.89,112367
1853,DCM en Chihuahua(Chihuahua),2018-06-29,17.89,110304
1854,DCM en Chihuahua(Chihuahua),2018-06-30,19.09,111047
1858,DCM en Chihuahua(Chihuahua),2018-07-01,17.84,114723
1859,DCM en Chihuahua(Chihuahua),2018-07-02,18.2,104790
1860,DCM en Chihuahua(Chihuahua),2018-07-03,17.84,104722
1861,DCM en Chihuahua(Chihuahua),2018-07-04,17.94,110304
1862,DCM en Chihuahua(Chihuahua),2018-07-05,18.5,111136
1863,DCM en Chihuahua(Chihuahua),2018-07-06,14.25,111584
1864,DCM en Chihuahua(Chihuahua),2018-07-07,17.84,114723
1865,DCM en Chihuahua(Chihuahua),2018-07-08,18.65,111047
1866,DCM en Chihuahua(Chihuahua),2018-07-09,14.27,111584
1867,DCM en Chihuahua(Chihuahua),2018-07-10,17.88,114723
1868,DCM en Chihuahua(Chihuahua),2018-07-11,14.31,111584
1894,DCM en Chihuahua(Chihuahua),2018-07-12,14.34,111584
1895,DCM en Chihuahua(Chihuahua),2018-07-13,18.27,104660
1896,DCM en Chihuahua(Chihuahua),2018-07-14,17.88,114723
1897,DCM en Chihuahua(Chihuahua),2018-07-16,18.35,111830
1898,DCM en Chihuahua(Chihuahua),2018-07-17,17.99,114723
1899,DCM en Chihuahua(Chihuahua),2018-07-18,18.2,110304
1900,DCM en Chihuahua(Chihuahua),2018-07-19,14.42,108638
1901,DCM en Chihuahua(Chihuahua),2018-07-20,18.25,110304
1903,DCM en Chihuahua(Chihuahua),2018-07-21,18.1,114723
1904,DCM en Chihuahua(Chihuahua),2018-07-22,14.49,111584
1905,DCM en Chihuahua(Chihuahua),2018-07-23,19.1,110304
1906,DCM en Chihuahua(Chihuahua),2018-07-24,18.55,104660
1907,DCM en Chihuahua(Chihuahua),2018-07-25,18.4,110304
1909,DCM en Chihuahua(Chihuahua),2018-07-26,18.43,109404
1913,DCM en Chihuahua(Chihuahua),2018-07-27,14.58,111584
1923,DCM en Chihuahua(Chihuahua),2018-07-28,18.94,110304
1925,DCM en Chihuahua(Chihuahua),2018-07-28,18.94,111584
1944,DCM en Chihuahua(Chihuahua),2018-07-30,14.6,111584
1945,DCM en Chihuahua(Chihuahua),2018-07-31,18.39,114723
1946,DCM en Chihuahua(Chihuahua),2018-08-01,18.24,110304
1947,DCM en Chihuahua(Chihuahua),2018-08-02,18.94,110304
1948,DCM en Chihuahua(Chihuahua),2018-08-03,18.34,110304
1952,DCM en Chihuahua(Chihuahua),2018-08-04,18.34,110304
1953,DCM en Chihuahua(Chihuahua),2018-08-05,19.29,104799
1954,DCM en Chihuahua(Chihuahua),2018-08-06,18.34,114723
1955,DCM en Chihuahua(Chihuahua),2018-08-07,14.86,111584
1956,DCM en Chihuahua(Chihuahua),2018-08-08,18.8,109404
1960,DCM en Chihuahua(Chihuahua),2018-08-09,14.92,111584
2000,DCM en Chihuahua(Chihuahua),2018-08-10,14.97,111584
2001,DCM en Chihuahua(Chihuahua),2018-08-11,18.53,114723
2002,DCM en Chihuahua(Chihuahua),2018-08-12,19.12,113516
2003,DCM en Chihuahua(Chihuahua),2018-08-13,18.79,109404
2009,DCM en Chihuahua(Chihuahua),2018-08-14,18.64,110304
2013,DCM en Chihuahua(Chihuahua),2018-08-15,14.96,111584
2014,DCM en Chihuahua(Chihuahua),2018-08-16,14.99,111584
2015,DCM en Chihuahua(Chihuahua),2018-08-17,14.99,111584
2017,DCM en Chihuahua(Chihuahua),2018-08-18,19.34,111584
2034,DCM en Chihuahua(Chihuahua),2018-08-19,20.43,105044
2035,DCM en Chihuahua(Chihuahua),2018-08-20,18.53,104722
2036,DCM en Chihuahua(Chihuahua),2018-08-21,18.7,104790
2037,DCM en Chihuahua(Chihuahua),2018-08-22,18.64,114723
2038,DCM en Chihuahua(Chihuahua),2018-08-23,18.76,110304
2039,DCM en Chihuahua(Chihuahua),2018-08-23,18.76,109404
2044,DCM en Chihuahua(Chihuahua),2018-08-24,14.99,111584
2045,DCM en Chihuahua(Chihuahua),2018-08-25,18.8,110304
2046,DCM en Chihuahua(Chihuahua),2018-08-26,19.38,111584
2063,DCM en Chihuahua(Chihuahua),2018-08-27,14.99,111584
2066,DCM en Chihuahua(Chihuahua),2018-08-28,14.99,111584
2067,DCM en Chihuahua(Chihuahua),2018-08-29,15.01,111584
2078,DCM en Chihuahua(Chihuahua),2018-08-30,18.9,110304
2081,DCM en Chihuahua(Chihuahua),2018-08-31,18.9,110304
2082,DCM en Chihuahua(Chihuahua),2018-09-01,18.9,110304
2084,DCM en Chihuahua(Chihuahua),2018-09-02,15.1,111584
2085,DCM en Chihuahua(Chihuahua),2018-09-03,18.9,110304
2087,DCM en Chihuahua(Chihuahua),2018-09-04,18.87,109404
2091,DCM en Chihuahua(Chihuahua),2018-09-05,15.13,111584
2092,DCM en Chihuahua(Chihuahua),2018-09-06,15.13,111584
2105,DCM en Chihuahua(Chihuahua),2018-09-07,18.82,1
2106,DCM en Chihuahua(Chihuahua),2018-09-08,18.93,109404
2107,DCM en Chihuahua(Chihuahua),2018-09-10,15.13,111584
2108,DCM en Chihuahua(Chihuahua),2018-09-11,19.64,111830
2109,DCM en Chihuahua(Chihuahua),2018-09-12,18.95,109404
2114,DCM en Chihuahua(Chihuahua),2018-09-13,18.95,109404
2115,DCM en Chihuahua(Chihuahua),2018-09-14,15.21,111584
2116,DCM en Chihuahua(Chihuahua),2018-09-15,15.23,111584
2117,DCM en Chihuahua(Chihuahua),2018-09-17,18.82,1
2119,DCM en Chihuahua(Chihuahua),2018-09-18,15.21,111584
2121,DCM en Chihuahua(Chihuahua),2018-09-19,15.21,111584
2135,DCM en Chihuahua(Chihuahua),2018-09-20,19.67,113093
2136,DCM en Chihuahua(Chihuahua),2018-09-20,19.67,104740
2138,DCM en Chihuahua(Chihuahua),2018-09-21,15.23,111584
2139,DCM en Chihuahua(Chihuahua),2018-09-22,19.04,109404
2145,DCM en Chihuahua(Chihuahua),2018-09-23,15.26,111584
2146,DCM en Chihuahua(Chihuahua),2018-09-24,18.95,1
2148,DCM en Chihuahua(Chihuahua),2018-09-25,19.05,109404
2149,DCM en Chihuahua(Chihuahua),2018-09-26,15.3,111584
2150,DCM en Chihuahua(Chihuahua),2018-09-27,15.32,111584
2163,DCM en Chihuahua(Chihuahua),2018-09-28,15.35,111584
2165,DCM en Chihuahua(Chihuahua),2018-09-29,19.51,104660
2166,DCM en Chihuahua(Chihuahua),2018-09-30,19.73,111047
2167,DCM en Chihuahua(Chihuahua),2018-10-01,18.95,1
2173,DCM en Chihuahua(Chihuahua),2018-10-02,19.54,104660
2174,DCM en Chihuahua(Chihuahua),2018-10-03,19.63,111584
2190,DCM en Chihuahua(Chihuahua),2018-10-04,18.95,1
2195,DCM en Chihuahua(Chihuahua),2018-10-05,15.46,111584
2196,DCM en Chihuahua(Chihuahua),2018-10-06,19.88,116012
2197,DCM en Chihuahua(Chihuahua),2018-10-07,19.8,111136
2198,DCM en Chihuahua(Chihuahua),2018-10-08,19.1,110304
2199,DCM en Chihuahua(Chihuahua),2018-10-09,19.73,109326
